WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
92	10921001	73167	10926789	925766	10932592	1031186	10921001	0.83973	10926789	1.00403	10932592	1.06717	10921001	87131.5780072166	10926789	922050.137944085	10932592	966280.91119503	10937569	55759	10943356	968052	10949160	1941193	10937569	0.83954	10943356	1.00458	10949160	1.06603	10937569	66416.132644067	10943356	963638.535507376	10949160	1820955.32020675	10954136	34524	10959924	957553	10965727	2324027	10954136	0.83989	10959924	1.00381	10965727	1.06699	10954136	41105.3828477539	10959924	953918.570247358	10965727	2178115.07136899
93	11041012	73205	11046800	922911	11052619	1017657	11041012	0.83988	11046800	1.00387	11052619	1.06686	11041012	87161.2611325427	11046800	919353.103489496	11052619	953880.54665092	11057595	56334	11063383	965209	11069186	1927795	11057595	0.84048	11063383	1.00466	11069186	1.06782	11057595	67025.9851513421	11063383	960731.988931579	11069186	1805355.77157199	11074163	34712	11079950	956676	11085738	2319060	11074163	0.83973	11079950	1.00463	11085738	1.067	11074163	41337.0964476677	11079950	952267.003772533	11085738	2173439.55014058
94	11161024	74009	11166796	925361	11172599	1010566	11161024	0.84015	11166796	1.00447	11172599	1.06662	11161024	88090.2219841695	11166796	921243.04359513	11172599	947447.075809567	11177591	57014	11183363	967267	11189166	1902647	11177591	0.83986	11183363	1.00425	11189166	1.06553	11177591	67885.1237110947	11183363	963173.512571571	11189166	1785634.37913527	11194158	35240	11199946	955187	11205749	2318815	11194158	0.83949	11199946	1.00385	11205749	1.06706	11194158	41977.8675148007	11199946	951523.634009065	11205749	2173087.7363972
95	11281035	74038	11286807	925746	11292641	1003608	11281035	0.8401	11286807	1.00366	11292641	1.06782	11281035	88129.9845256517	11286807	922370.125341251	11292641	939866.269595999	11297617	57717	11303389	962996	11309177	1886752	11297617	0.84004	11303389	1.00416	11309177	1.06772	11297617	68707.442502738	11303389	959006.532823454	11309177	1767085.00355899	11314153	34670	11319941	956871	11325744	2315574	11314153	0.84007	11319941	1.00436	11325744	1.06759	11314153	41270.3703262823	11319941	952717.153211996	11325744	2168973.10765369
96	11401046	74070	11406833	925631	11412652	993709	11401046	0.84004	11406833	1.00419	11412652	1.06671	11401046	88174.3726489215	11406833	921768.788775033	11412652	931564.342698578	11417613	57871	11423400	967077	11429204	1864584	11417613	0.84031	11423400	1.00431	11429204	1.06676	11417613	68868.6318144494	11423400	962926.785554261	11429204	1747894.55922607	11434180	35001	11439968	953745	11445771	2304618	11434180	0.83913	11439968	1.004	11445771	1.06738	11434180	41711.0578813771	11439968	949945.219123506	11445771	2159135.4531657
97	11521057	74131	11526829	923920	11532663	984103	11521057	0.8405	11526829	1.00433	11532663	1.06724	11521057	88198.6912552052	11526829	919936.674200711	11532663	922100.933248379	11537639	58941	11543411	964324	11549215	1843802	11537639	0.84045	11543411	1.00448	11549215	1.06715	11537639	70130.2873460646	11543411	960023.096527557	11549215	1727781.47401958	11554191	35065	11559979	955284	11565766	2299040	11554191	0.8401	11559979	1.00487	11565766	1.06653	11554191	41739.0786811094	11559979	950654.313493288	11565766	2155626.18960554
98	11641068	74510	11646855	923375	11652674	977403	11641068	0.83995	11646855	1.00482	11652674	1.06726	11641068	88707.6611703078	11646855	918945.681813658	11652674	915805.895470645	11657635	59436	11663422	964523	11669226	1821831	11657635	0.84025	11663422	1.00435	11669226	1.06763	11657635	70736.0904492711	11663422	960345.497087669	11669226	1706425.44701816	11674202	35390	11679990	954888	11685793	2296198	11674202	0.83994	11679990	1.0043	11685793	1.06747	11674202	42133.9619496631	11679990	950799.5618839	11685793	2151065.6037172
99	11761079	75291	11766866	924979	11772669	967748	11761079	0.84047	11766866	1.00477	11772669	1.06789	11761079	89582.0195842802	11766866	920587.796212069	11772669	906224.423863881	11777646	59898	11783433	966203	11789252	1804848	11777646	0.84054	11783433	1.00431	11789252	1.06816	11777646	71261.3320008566	11783433	962056.536328424	11789252	1689679.44877172	11794229	35676	11800032	956008	11805819	2297521	11794229	0.84085	11800032	1.00376	11805819	1.06749	11794229	42428.4949753226	11800032	952426.874950187	11805819	2152264.65821694
100	11881090	75162	11886877	921839	11892696	959873	11881090	0.84053	11886877	1.00414	11892696	1.06704	11881090	89422.1503099235	11886877	918038.321349613	11892696	899566.089368721	11897672	60199	11903444	961316	11909248	1779798	11897672	0.84025	11903444	1.00323	11909248	1.06763	11897672	71644.1535257364	11903444	958220.946343311	11909248	1667055.06589362	11914240	35890	11920012	955982	11925815	2290454	11914240	0.83986	11920012	1.00472	11925815	1.06791	11914240	42733.312694973	11920012	951490.962656262	11925815	2144800.59181017
101	12001101	75437	12006888	923261	12012691	951273	12001101	0.84011	12006888	1.00402	12012691	1.06676	12001101	89794.1936175025	12006888	919564.351307743	12012691	891740.410214106	12017668	60896	12023455	963530	12029259	1758043	12017668	0.83971	12023455	1.00384	12029259	1.0672	12017668	72520.2748567958	12023455	959844.19827861	12029259	1647341.64167916	12034235	35545	12040023	952996	12045826	2281317	12034235	0.83998	12040023	1.0038	12045826	1.06731	12034235	42316.483725803	12040023	949388.324367404	12045826	2137445.54065829
102	12121112	75511	12126899	922344	12132702	944655	12121112	0.84006	12126899	1.00397	12132702	1.06722	12121112	89887.6270742566	12126899	918696.773807982	12132702	885154.888401642	12137679	61474	12143466	961208	12149270	1736938	12137679	0.84016	12143466	1.00283	12149270	1.06682	12137679	73169.3963054656	12143466	958495.457854273	12149270	1628145.32910894	12154230	35978	12160018	953112	12165821	2277499	12154230	0.83983	12160018	1.00437	12165821	1.06714	12154230	42839.622304514	12160018	948965.022850145	12165821	2134208.2575857
103	12241123	75380	12246910	921911	12252713	935774	12241123	0.84013	12246910	1.00352	12252713	1.06757	12241123	89724.2093485532	12246910	918677.256058673	12252713	876545.800275392	12257690	62044	12263477	961567	12269281	1718460	12257690	0.83973	12263477	1.0044	12269281	1.0673	12257690	73885.6537220297	12263477	957354.639585822	12269281	1610100.2529748	12274273	36116	12280045	952643	12285848	2272539	12274273	0.83995	12280045	1.00375	12285848	1.06712	12274273	42997.7974879457	12280045	949083.935242839	12285848	2129600.23240123
104	12361134	75575	12366937	921796	12372740	929078	12361134	0.84022	12366937	1.00362	12372740	1.06672	12361134	89946.6806312632	12366937	918471.134493135	12372740	870967.076646168	12377701	62403	12383488	961362	12389292	1695468	12377701	0.83975	12383488	1.00421	12389292	1.06722	12377701	74311.4022030366	12383488	957331.633821611	12389292	1588677.12374206	12394268	36342	12400056	953618	12405859	2266350	12394268	0.84017	12400056	1.0045	12405859	1.06749	12394268	43255.531618601	12400056	949345.943255351	12405859	2123064.38467808
105	12481145	76039	12486932	922064	12492735	922323	12481145	0.84001	12486932	1.00412	12492735	1.06687	12481145	90521.5414102213	12486932	918280.683583635	12492735	864513.014706572	12497712	63269	12503499	958564	12509287	1672442	12497712	0.83966	12503499	1.00342	12509287	1.06721	12497712	75350.7372031537	12503499	955296.884654482	12509287	1567116.12522371	12514263	36326	12520051	954524	12525854	2258931	12514263	0.83935	12520051	1.00475	12525854	1.06655	12514263	43278.7275868231	12520051	950011.445633242	12525854	2117979.46650415
106	12601156	76108	12606959	919990	12612762	914052	12601156	0.83945	12606959	1.0038	12612762	1.06682	12601156	90664.1253201501	12606959	916507.272365013	12612762	856800.584915918	12617723	63902	12623510	960836	12629314	1648036	12617723	0.83967	12623510	1.00326	12629314	1.06688	12617723	76103.707408863	12623510	957713.852839742	12629314	1544724.80503899	12634306	36272	12640093	955063	12645897	2254338	12634306	0.84045	12640093	1.00401	12645897	1.06684	12634306	43157.8321137486	12640093	951248.493540901	12645897	2113098.49649432
107	12721167	76112	12726954	920709	12732773	907152	12721167	0.83974	12726954	1.00376	12732773	1.06657	12721167	90637.5782980446	12726954	917260.102016418	12732773	850532.079469702	12737734	63573	12743521	961769	12749325	1632217	12737734	0.83958	12743521	1.004	12749325	1.06645	12737734	75720.0028585722	12743521	957937.250996016	12749325	1530514.3232219	12754301	37023	12760089	951378	12765892	2251172	12754301	0.83994	12760089	1.00353	12765892	1.06736	12754301	44078.1484391742	12760089	948031.448985083	12765892	2109102.83315845
108	12841178	76952	12846965	922519	12852784	902193	12841178	0.83984	12846965	1.00436	12852784	1.06723	12841178	91626.9765669651	12846965	918514.277749014	12852784	845359.482023556	12857745	64189	12863532	959894	12869336	1610498	12857745	0.84041	12863532	1.00359	12869336	1.06659	12857745	76378.1963565403	12863532	956460.307496089	12869336	1509950.40268519	12874312	36658	12880100	952585	12885887	2245634	12874312	0.84011	12880100	1.0037	12885887	1.06782	12874312	43634.762114485	12880100	949073.428315234	12885887	2103007.99760259
109	12961189	76759	12966976	919176	12972795	894819	12961189	0.84002	12966976	1.00465	12972795	1.0667	12961189	91377.5862479465	12966976	914921.614492609	12972795	838866.597918815	12977756	65045	12983544	961245	12989347	1590525	12977756	0.84067	12983544	1.00426	12989347	1.06668	12977756	77372.8097826734	12983544	957167.466592317	12989347	1491098.54876814	12994323	37116	13000111	951627	13005898	2242069	12994323	0.84116	13000111	1.00427	13005898	1.06752	12994323	44124.7800656237	13000111	947580.829856513	13005898	2100259.47991607
110	13081200	77235	13086987	920855	13092806	889686	13081200	0.84025	13086987	1.0043	13092806	1.0661	13081200	91919.0717048497	13086987	916912.277208006	13092806	834523.965856861	13097783	65721	13103555	960317	13109358	1570936	13097783	0.84108	13103555	1.00505	13109358	1.06743	13097783	78138.8215151948	13103555	955491.766578777	13109358	1471699.31517758	13114334	37220	13120122	949312	13125909	2233494	13114334	0.84036	13120122	1.00417	13125909	1.068	13114334	44290.542148603	13120122	945369.807901053	13125909	2091286.51685393
111	13201211	76913	13206998	921521	13212817	884084	13201211	0.84041	13206998	1.00472	13212817	1.0674	13201211	91518.4255303959	13206998	917191.85444701	13212817	828259.32171632	13217778	65713	13223566	958387	13229369	1552197	13217778	0.84033	13223566	1.00482	13229369	1.06757	13217778	78199.0408529982	13223566	953789.733484604	13229369	1453953.37073916	13234361	37567	13240133	949454	13245936	2226414	13234361	0.83984	13240133	1.0043	13245936	1.06871	13234361	44731.1392646218	13240133	945388.828039431	13245936	2083272.35639229
112	13321222	77016	13327009	921648	13332828	878657	13321222	0.8402	13327009	1.00443	13332828	1.06711	13321222	91663.8895501071	13327009	917583.106836713	13332828	823398.712410155	13337805	66065	13343577	959063	13349380	1531828	13337805	0.84042	13343577	1.00443	13349380	1.0674	13337805	78609.5047714238	13343577	954833.089413897	13349380	1435102.11729436	13354356	37961	13360144	951439	13365931	2219293	13354356	0.84079	13360144	1.00456	13365931	1.0674	13354356	45149.2049144257	13360144	947120.132197181	13365931	2079157.76653551
113	13441233	77815	13447036	919797	13452839	873111	13441233	0.84044	13447036	1.00449	13452839	1.06767	13441233	92588.4060730094	13447036	915685.571782696	13452839	817772.34538762	13457816	66469	13463603	960903	13469406	1511112	13457816	0.84037	13463603	1.00437	13469406	1.06762	13457816	79094.9224746243	13463603	956722.124316736	13469406	1415402.4840299	13474383	37738	13480170	950673	13485974	2219108	13474383	0.84062	13480170	1.00472	13485974	1.06795	13474383	44893.0551259784	13480170	946206.903415877	13485974	2077913.76000749
114	13561244	77962	13567031	920315	13572850	869982	13561244	0.8411	13567031	1.00464	13572850	1.06902	13561244	92690.5243133991	13567031	916064.460901417	13572850	813812.650839086	13577811	66915	13583583	959863	13589402	1491949	13577811	0.8409	13583583	1.00449	13589402	1.06848	13577811	79575.4548697824	13583583	955572.479566745	13589402	1396328.42917041	13594378	37874	13600166	951328	13605969	2211371	13594378	0.84096	13600166	1.00495	13605969	1.06755	13594378	45036.6248097413	13600166	946642.121498582	13605969	2071444.89719451
115	13681255	77816	13687042	919571	13692861	862823	13681255	0.84033	13687042	1.00482	13692861	1.06799	13681255	92601.7159925268	13687042	915159.929141538	13692861	807894.268672928	13697822	67470	13703610	957653	13709397	1473314	13697822	0.84055	13703610	1.00502	13709397	1.06828	13697822	80268.8715721849	13703610	952869.594634933	13709397	1379145.91680084	13714389	38408	13720161	948864	13725964	2203413	13714389	0.84058	13720161	1.00538	13725964	1.06809	13714389	45692.2601061172	13720161	943786.429011916	13725964	2062946.94267337
116	13801266	78716	13807053	920180	13812872	858240	13801266	0.84085	13807053	1.00541	13812872	1.06806	13801266	93614.7945531308	13807053	915228.613202574	13812872	803550.362339194	13817817	68104	13823605	958772	13829393	1451793	13817817	0.84066	13823605	1.00489	13829393	1.06858	13817817	81012.5377679442	13823605	954106.419608117	13829393	1358618.91482154	13834385	38948	13840172	947889	13845975	2195024	13834385	0.84092	13840172	1.00445	13845975	1.06774	13834385	46315.9396851068	13840172	943689.581362935	13845975	2055766.38507502
117	13921277	78479	13927064	919850	13932883	853919	13921277	0.84095	13927064	1.00499	13932883	1.06766	13921277	93321.838397051	13927064	915282.739131733	13932883	799804.244797033	13937860	68700	13943632	958134	13949435	1436792	13937860	0.8407	13943632	1.00552	13949435	1.06814	13937860	81717.6162721542	13943632	952874.134776036	13949435	1345134.5329264	13954411	38775	13960183	949761	13965986	2193183	13954411	0.84033	13960183	1.00449	13965986	1.0683	13954411	46142.5868408839	13960183	945515.634799749	13965986	2052965.45914069
118	14041288	78570	14047075	921298	14052894	848628	14041288	0.84015	14047075	1.00518	14052894	1.06733	14041288	93519.0144617033	14047075	916550.269603454	14052894	795094.300731732	14057871	68607	14063658	958066	14069446	1417425	14057871	0.84046	14063658	1.00481	14069446	1.06828	14057871	81630.2976941199	14063658	953479.76234313	14069446	1326829.10847343	14074422	39225	14080210	948820	14085997	2182455	14074422	0.84043	14080210	1.00454	14085997	1.06827	14074422	46672.5366776531	14080210	944531.825512175	14085997	2042980.7071246
119	14161299	79110	14167086	918313	14172905	845346	14161299	0.84063	14167086	1.0041	14172905	1.06806	14161299	94107.9904357446	14167086	914563.290508914	14172905	791478.006853548	14177866	69545	14183654	956118	14189457	1399323	14177866	0.84102	14183654	1.00446	14189457	1.06873	14177866	82691.2558559844	14183654	951872.647989965	14189457	1309332.57230545	14194449	39358	14200221	948901	14206024	2174389	14194449	0.84057	14200221	1.00444	14206024	1.06814	14194449	46822.9891621162	14200221	944706.50312612	14206024	2035677.90739042
120	14281310	78822	14287097	919180	14292916	840870	14281310	0.84178	14287097	1.00482	14292916	1.06842	14281310	93637.2924041911	14287097	914770.804721244	14292916	787021.957657101	14297877	69777	14303665	956415	14309468	1379408	14297877	0.84074	14303665	1.0043	14309468	1.06767	14297877	82994.7427266456	14303665	952320.023897242	14309468	1291979.731565	14314444	39874	14320216	949216	14326019	2169465	14314444	0.84138	14320216	1.00404	14326019	1.06766	14314444	47391.1906629585	14320216	945396.59774511	14326019	2031981.15504936
121	14401321	79023	14407124	920322	14412927	837505	14401321	0.84033	14407124	1.00509	14412927	1.06867	14401321	94038.0564778123	14407124	915661.284064114	14412927	783689.071462659	14417904	70542	14423691	956674	14429526	1363015	14417904	0.84037	14423691	1.0055	14429526	1.06876	14417904	83941.5971536347	14423691	951441.074092491	14429526	1275323.73966092	14434486	39674	14440290	948144	14446093	2163166	14434486	0.84118	14440290	1.00573	14446093	1.06815	14434486	47164.6972110607	14440290	942742.087836696	14446093	2025151.89814165
122	14521332	79034	14527119	919206	14532938	832834	14521332	0.84104	14527119	1.00601	14532938	1.06895	14521332	93971.7492628175	14527119	913714.575401835	14532938	779114.083914122	14537899	70087	14543687	958407	14549490	1347241	14537899	0.84105	14543687	1.00572	14549490	1.0683	14537899	83332.7388383568	14543687	952956.091158573	14549490	1261107.36684452	14554466	40600	14560254	947951	14566041	2160120	14554466	0.84082	14560254	1.00538	14566041	1.06882	14554466	48286.196807878	14560254	942878.314667091	14566041	2021032.54055875
123	14641343	79704	14647130	919722	14652949	829564	14641343	0.8411	14647130	1.00481	14652949	1.06879	14641343	94761.6216858875	14647130	915319.314099183	14652949	776171.18423638	14657926	71030	14663698	957188	14669485	1330762	14657926	0.84107	14663698	1.00529	14669485	1.0686	14657926	84451.9481137123	14663698	952151.120572173	14669485	1245332.21036871	14674477	40828	14680249	945415	14686052	2145467	14674477	0.84069	14680249	1.00432	14686052	1.06844	14674477	48564.8693335237	14680249	941348.375019914	14686052	2008036.95106885
124	14761354	80043	14767141	918467	14772960	824629	14761354	0.84169	14767141	1.00529	14772960	1.06849	14761354	95097.9576803812	14767141	913633.876791772	14772960	771770.442400023	14777937	70860	14783709	957032	14789512	1315450	14777937	0.84159	14783709	1.00544	14789512	1.06852	14777937	84197.7685096068	14783709	951853.91470401	14789512	1231095.34683487	14794488	41046	14800260	947895	14806064	2141608	14794488	0.84151	14800260	1.00506	14806064	1.06928	14794488	48776.6039619256	14800260	943122.798638887	14806064	2002850.51623522
125	14881365	80086	14887152	917550	14892956	820294	14881365	0.84117	14887152	1.00544	14892956	1.06844	14881365	95207.865235327	14887152	912585.534691279	14892956	767749.241885366	14897932	71391	14903720	956164	14909523	1300735	14897932	0.84086	14903720	1.00481	14909523	1.06841	14897932	84902.3618676117	14903720	951586.867168918	14909523	1217449.29381043	14914499	41304	14920287	945851	14926075	2133230	14914499	0.84147	14920287	1.00501	14926075	1.06862	14914499	49085.5288958608	14920287	941135.909095432	14926075	1996247.49677154
126	15001376	79629	15007163	918301	15012982	819424	15001376	0.84069	15007163	1.00484	15012982	1.06826	15001376	94718.6239874389	15007163	913877.831296525	15012982	767064.197854455	15017959	71867	15023746	956345	15029534	1283877	15017959	0.84134	15023746	1.00495	15029534	1.06908	15017959	85419.6876411439	15023746	951634.409672123	15029534	1200917.6114042	15034526	41649	15040298	944747	15046086	2124538	15034526	0.84109	15040298	1.00481	15046086	1.06805	15034526	49517.8875031209	15040298	940224.520058519	15046086	1989174.66410749
127	15121387	80018	15127174	917572	15132993	815163	15121387	0.84118	15127174	1.00531	15132993	1.06897	15121387	95125.8945766661	15127174	912725.42797744	15132993	762568.640841184	15137970	72240	15143742	954200	15149545	1267261	15137970	0.84168	15143742	1.00575	15149545	1.06816	15137970	85828.3433133733	15143742	948744.717872235	15149545	1186396.23277412	15154521	41836	15160309	945065	15166097	2118903	15154521	0.8412	15160309	1.00481	15166097	1.06847	15154521	49733.7137422729	15160309	940540.997800579	15166097	1983118.85219052
128	15241398	79883	15247185	918228	15252989	810802	15241398	0.84103	15247185	1.00557	15252989	1.06814	15241398	94982.3430793194	15247185	913141.800173036	15252989	759078.397962814	15257965	72724	15263753	957401	15269540	1251237	15257965	0.84142	15263753	1.00556	15269540	1.06797	15257965	86430.0824796178	15263753	952107.283503719	15269540	1171603.13491952	15274532	42524	15280304	946591	15286108	2105939	15274532	0.8414	15280304	1.0049	15286108	1.06838	15274532	50539.5768956501	15280304	941975.320927456	15286108	1971151.65016193
129	15361409	80501	15367212	915413	15373015	805612	15361409	0.84094	15367212	1.00513	15373015	1.06837	15361409	95727.4002901515	15367212	910740.89918717	15373015	754057.115044413	15377992	73210	15383764	952831	15389567	1236238	15377992	0.84065	15383764	1.00525	15389567	1.06836	15377992	87087.3728662345	15383764	947854.762496891	15389567	1157136.17132802	15394543	42420	15400315	945089	15406119	2097185	15394543	0.841	15400315	1.00557	15406119	1.06926	15394543	50439.9524375743	15400315	939854.013146773	15406119	1961342.4237323
130	15481420	81182	15487208	917352	15493026	803637	15481420	0.84104	15487208	1.00432	15493026	1.06858	15481420	96525.7300485114	15487208	913406.085709734	15493026	752060.678657658	15498003	73341	15503775	953704	15509562	1223298	15498003	0.84086	15503775	1.00485	15509562	1.06888	15498003	87221.4161691601	15503775	949100.860824999	15509562	1144467.10575556	15514539	43185	15520326	944484	15526130	2090355	15514539	0.84099	15520326	1.00508	15526130	1.06904	15514539	51350.1944137267	15520326	939710.271819159	15526130	1955357.14285714
131	15601431	80695	15607219	916521	15613022	800810	15601431	0.84097	15607219	1.00458	15613022	1.06766	15601431	95954.6713913695	15607219	912342.471480619	15613022	750060.88080475	15617998	74228	15623786	951641	15629589	1211442	15617998	0.84112	15623786	1.00482	15629589	1.06883	15617998	88249.0013315579	15623786	947076.093230628	15629589	1133428.14105143	15634565	43838	15640353	945918	15646141	2080025	15634565	0.84103	15640353	1.00501	15646141	1.06818	15634565	52124.1810636957	15640353	941202.575098755	15646141	1947260.76129491
132	15721442	81191	15727245	915643	15733048	797917	15721442	0.84034	15727245	1.0053	15733048	1.06824	15721442	96616.8455625104	15727245	910815.676912364	15733048	746945.442971617	15738025	73821	15743797	952546	15749600	1195109	15738025	0.84101	15743797	1.00553	15749600	1.06923	15738025	87776.601942902	15743797	947307.390132567	15749600	1117728.64584795	15754592	43795	15760380	940197	15766183	2068280	15754592	0.84092	15760380	1.00463	15766183	1.06952	15754592	52079.8649098606	15760380	935863.949911908	15766183	1933839.47939262
133	15841453	81040	15847241	915792	15853059	795541	15841453	0.84091	15847241	1.00405	15853059	1.06808	15841453	96371.7877061755	15847241	912098.003087496	15853059	744832.784061119	15858036	74537	15863808	951556	15869611	1180980	15858036	0.84071	15863808	1.00452	15869611	1.06892	15858036	88659.5853504776	15863808	947274.320073269	15869611	1104834.78651349	15874572	43852	15880344	941643	15886147	2059187	15874572	0.84101	15880344	1.00393	15886147	1.06795	15874572	52142.0672762512	15880344	937956.829659438	15886147	1928167.98539258
134	15961464	81239	15967252	915402	15973070	793121	15961464	0.84088	15967252	1.00529	15973070	1.06937	15961464	96611.8827894587	15967252	910585.005321848	15973070	741671.264389313	15978031	75151	15983819	952377	15989622	1168309	15978031	0.84123	15983819	1.00523	15989622	1.06798	15978031	89334.6647171404	15983819	947421.983028759	15989622	1093942.77046387	15994598	44393	16000370	943627	16006174	2050871	15994598	0.84044	16000370	1.00488	16006174	1.06859	15994598	52821.1413069345	16000370	939044.46302046	16006174	1919230.94919473
135	16081475	81374	16087263	917217	16093081	789914	16081475	0.84127	16087263	1.00492	16093081	1.06774	16081475	96727.5666551761	16087263	912726.386179994	16093081	739799.951299005	16098058	75350	16103861	953228	16109680	1155243	16098058	0.84134	16103861	1.0044	16109680	1.06821	16098058	89559.5122067179	16103861	949052.17045002	16109680	1081475.55255989	16114656	44981	16120428	941952	16126216	2044449	16114656	0.84057	16120428	1.00487	16126216	1.06855	16114656	53512.4974719536	16120428	937386.925671978	16126216	1913292.77993543
136	16201486	81151	16207274	916407	16213077	789328	16201486	0.84049	16207274	1.00537	16213077	1.06915	16201486	96552.0113267261	16207274	911512.179595572	16213077	738276.200720198	16218053	75971	16223841	952456	16229644	1146487	16218053	0.84152	16223841	1.00514	16229644	1.06918	16218053	90278.3059226162	16223841	947585.410987524	16229644	1072304.94397576	16234620	45322	16240392	940868	16246196	2031237	16234620	0.84125	16240392	1.00476	16246196	1.06813	16234620	53874.5913818722	16240392	936410.68513874	16246196	1901675.82597624
137	16321497	81632	16327285	914120	16333103	783994	16321497	0.84152	16327285	1.0052	16333103	1.0684	16321497	97005.4187660424	16327285	909391.165937127	16333103	733801.946836391	16338080	75514	16343867	955293	16349655	1133200	16338080	0.84076	16343867	1.00515	16349655	1.06849	16338080	89816.356629716	16343867	950398.447992837	16349655	1060562.10165748	16354631	46019	16360419	941696	16366222	2021993	16354631	0.84189	16360419	1.00603	16366222	1.06918	16354631	54661.5353549751	16360419	936051.608798942	16366222	1891162.38612769
138	16441508	81992	16447296	913252	16453083	782295	16441508	0.84104	16447296	1.00526	16453083	1.06871	16441508	97488.8233615524	16447296	908473.429759465	16453083	731999.326290575	16458075	75580	16463863	951788	16469666	1123676	16458075	0.84124	16463863	1.00549	16469666	1.06875	16458075	89843.5642622795	16463863	946591.214233856	16469666	1051392.74853801	16474642	46720	16480430	942062	16486233	2010113	16474642	0.84082	16480430	1.0055	16486233	1.06946	16474642	55564.8057848291	16480430	936909.000497265	16486233	1879558.84278047
139	16561519	82320	16567322	915011	16573125	781798	16561519	0.8417	16567322	1.00553	16573125	1.06956	16561519	97802.0672448616	16567322	909978.817141209	16573125	730952.915217473	16578102	76545	16583889	951460	16589677	1110920	16578102	0.84156	16583889	1.00462	16589677	1.06876	16578102	90956.0815628119	16583889	947084.469749756	16589677	1039447.58411617	16594653	46484	16600441	941299	16606229	2001150	16594653	0.84108	16600441	1.0049	16606229	1.06843	16594653	55267.0376183003	16600441	936709.125286098	16606229	1872981.85187612
140	16681530	82695	16687318	914952	16693121	778828	16681530	0.8409	16687318	1.00496	16693121	1.06847	16681530	98341.0631466286	16687318	910436.23626811	16693121	728918.921448426	16698097	76707	16703885	951855	16709688	1100885	16698097	0.84118	16703885	1.00529	16709688	1.06857	16698097	91189.7572457738	16703885	946846.183688289	16709688	1030241.35059004	16714664	47527	16720452	942127	16726255	1993416	16714664	0.84069	16720452	1.00527	16726255	1.06968	16714664	56533.3238173405	16720452	937188.019139137	16726255	1863562.93470945
141	16801541	82390	16807329	913947	16813147	776096	16801541	0.84171	16807329	1.00522	16813147	1.06864	16801541	97884.0693350441	16807329	909200.970931737	16813147	726246.444078455	16818108	76822	16823896	950840	16829699	1089513	16818108	0.84048	16823896	1.00524	16829699	1.06896	16818108	91402.531886541	16823896	945883.570092714	16829699	1019227.09923664	16834691	47651	16840463	941934	16846266	1977785	16834691	0.84119	16840463	1.00586	16846266	1.06889	16834691	56647.130850343	16840463	936446.42395562	16846266	1850316.68366249
142	16921552	82605	16927340	914475	16933143	775227	16921552	0.84153	16927340	1.00584	16933143	1.06859	16921552	98160.493387045	16927340	909165.473633977	16933143	725467.204446982	16938119	76988	16943907	950518	16949710	1079812	16938119	0.84178	16943907	1.00512	16949710	1.06893	16938119	91458.5758749317	16943907	945676.138172557	16949710	1010180.27373168	16954686	47991	16960458	940414	16966262	1964964	16954686	0.84174	16960458	1.00604	16966262	1.06822	16954686	57014.0423408653	16960458	934768.001272315	16966262	1839475.01451012
143	17041563	82728	17047366	911656	17053185	772913	17041563	0.84063	17047366	1.0045	17053185	1.06914	17041563	98411.9053566968	17047366	907571.926331508	17053185	722929.644387077	17058161	77529	17063933	951305	17069737	1069156	17058161	0.8413	17063933	1.00553	17069737	1.06887	17058161	92153.8095804113	17063933	946073.215120384	17069737	1000267.57229598	17074713	48718	17080501	939022	17086304	1951737	17074713	0.841	17080501	1.00491	17086304	1.06889	17074713	57928.6563614744	17080501	934433.929406614	17086304	1825947.47822507
144	17161574	82792	17167362	914925	17173180	771461	17161574	0.84164	17167362	1.00464	17173180	1.06918	17161574	98369.8493417613	17167362	910699.354992833	17173180	721544.548158402	17178141	77842	17183929	951642	17189732	1060547	17178141	0.84154	17183929	1.00542	17189732	1.0696	17178141	92499.4652660599	17183929	946511.90547234	17189732	991536.088257293	17194709	49693	17200496	941331	17206284	1944027	17194709	0.84121	17200496	1.00553	17206284	1.06905	17194709	59073.2397379965	17200496	936154.068003938	17206284	1818462.18605304
145	17281585	83065	17287373	914798	17293176	766694	17281585	0.84166	17287373	1.00559	17293176	1.06826	17281585	98691.8708266996	17287373	909712.705973608	17293176	717703.555314249	17298152	78078	17303924	950787	17309728	1049589	17298152	0.84136	17303924	1.00552	17309728	1.06924	17298152	92799.7527812114	17303924	945567.467578964	17309728	981621.525569564	17314704	49742	17320492	940559	17326295	1934149	17314704	0.8421	17320492	1.00563	17326295	1.06897	17314704	59068.9941812136	17320492	935293.29872816	17326295	1809357.60591972
